Project,Wash,Garment,Weight,Repeat,Area,Area.px,Area.mm2
SH,W000,1Vcotton,1000g,R1,8.753,795727.272727273,65.7625845229151
SH,W000,1Vcotton,1000g,R2,11.799,1072636.36363636,88.6476333583771
SH,W000,1Vcotton,1000g,R3,9.785,889545.454545455,73.5161532682194
SH,W000,1Vcotton,1000g,R4,11.614,1055818.18181818,87.2577009767092
SH,W000,1Vcotton,1000g,R5,10.801,981909.090909091,81.1495116453794
SH,W000,1VcottonD,1000g,R1,5.297,481545.454545455,39.7971450037566
SH,W000,1VcottonD,1000g,R2,7.398,672545.454545455,55.5822689706987
SH,W000,1VcottonD,1000g,R3,4.164,378545.454545455,31.2847483095417
SH,W000,1VcottonD,1000g,R4,4.785,435000,35.9504132231405
SH,W000,1VcottonD,1000g,R5,8.803,800272.727272727,66.1382419233659
SH,W000,1VcottonDC,1000g,R1,24.144,2194909.09090909,181.397445529677
SH,W000,1VcottonDC,1000g,R2,21.863,1987545.45454545,164.259954921112
SH,W000,1VcottonDC,1000g,R3,17.847,1622454.54545455,134.087152516905
SH,W000,1VcottonDC,1000g,R4,17.75,1613636.36363636,133.35837716003
SH,W000,1VcottonDC,1000g,R5,8.773,797545.454545455,65.9128474830954
SH,W000,5Vcotton,1000g,R1,9.892,899272.727272727,74.3200601051841
SH,W000,5Vcotton,1000g,R2,8.923,811181.818181818,67.0398196844478
SH,W000,5Vcotton,1000g,R3,17.795,1617727.27272727,133.696468820436
SH,W000,5Vcotton,1000g,R4,5.616,510545.454545455,42.1938392186326
SH,W000,5Vcotton,1000g,R5,6.868,624363.636363636,51.6003005259204
SH,W000,12Vcotton,1000g,R1,8.943,813000,67.1900826446281
SH,W000,12Vcotton,1000g,R2,8.727,793363.636363636,65.5672426746807
SH,W000,12Vcotton,1000g,R3,11.942,1085636.36363636,89.7220135236664
SH,W000,12Vcotton,1000g,R4,13.766,1251454.54545455,103.425995492111
SH,W000,12Vcotton,1000g,R5,8.834,803090.909090909,66.3711495116454
